loan_id,amount,term,subgrade,installments,purpose,loan_type,loan_state
880729,14000,36,A1,426.1,debt_consolidation,INDIVIDUAL,Fully Paid
880370,4300,36,A4,134.55,home_improvement,INDIVIDUAL,Fully Paid
880696,12000,36,A1,365.23,major_purchase,INDIVIDUAL,Fully Paid
880686,8800,36,A5,279.43,debt_consolidation,INDIVIDUAL,Fully Paid
880641,19500,60,C1,448.6,debt_consolidation,INDIVIDUAL,Current
880639,10000,36,A1,304.36,major_purchase,INDIVIDUAL,Fully Paid
880511,21600,60,B5,488.05,debt_consolidation,INDIVIDUAL,Fully Paid
879575,15000,60,B5,338.93,home_improvement,INDIVIDUAL,Fully Paid
880459,4000,36,C3,137.98,debt_consolidation,INDIVIDUAL,Fully Paid
880565,5000,36,A4,156.46,debt_consolidation,INDIVIDUAL,Fully Paid
880495,12800,60,C5,311.0,debt_consolidation,INDIVIDUAL,Fully Paid
878872,12000,36,D1,423.61,car,INDIVIDUAL,Charged Off
877531,30000,36,B5,1006.35,home_improvement,INDIVIDUAL,Fully Paid
880403,30000,36,A2,921.11,credit_card,INDIVIDUAL,Fully Paid
880407,15600,36,D3,558.29,debt_consolidation,INDIVIDUAL,Charged Off
870391,30000,36,A4,938.71,major_purchase,INDIVIDUAL,Fully Paid
880347,35000,60,F5,973.64,debt_consolidation,INDIVIDUAL,Charged Off
880187,3500,36,D3,125.26,credit_card,INDIVIDUAL,Fully Paid
880366,4000,60,C3,94.43,other,INDIVIDUAL,Charged Off
880299,7275,36,A1,221.42,credit_card,INDIVIDUAL,Fully Paid
880291,6825,36,A5,216.72,debt_consolidation,INDIVIDUAL,Fully Paid
880286,28000,60,F2,761.92,other,INDIVIDUAL,Charged Off
880253,5000,36,A1,152.18,debt_consolidation,INDIVIDUAL,Fully Paid
861707,14775,36,A2,453.65,debt_consolidation,INDIVIDUAL,Fully Paid
880264,12500,36,A1,380.45,credit_card,INDIVIDUAL,Fully Paid
880239,6000,36,A1,182.62,car,INDIVIDUAL,Fully Paid
880198,20000,60,C2,460.1,debt_consolidation,INDIVIDUAL,Fully Paid
880102,21000,36,B4,701.73,debt_consolidation,INDIVIDUAL,Fully Paid
880232,12000,36,A2,368.45,debt_consolidation,INDIVIDUAL,Fully Paid
880230,1000,36,A4,31.3,debt_consolidation,INDIVIDUAL,Fully Paid
877081,30000,36,B1,966.75,home_improvement,INDIVIDUAL,Fully Paid
876849,6000,36,A1,182.62,other,INDIVIDUAL,Fully Paid
880082,4000,36,A5,127.02,debt_consolidation,INDIVIDUAL,Fully Paid
880070,20000,36,C1,678.61,debt_consolidation,INDIVIDUAL,Fully Paid
880065,4500,36,C1,152.69,debt_consolidation,INDIVIDUAL,Fully Paid
880007,8000,36,A4,250.33,debt_consolidation,INDIVIDUAL,Fully Paid
775533,14000,60,E2,363.4,medical,INDIVIDUAL,Fully Paid
864482,2000,36,A4,62.59,vacation,INDIVIDUAL,Fully Paid
872854,11325,36,B5,379.9,debt_consolidation,INDIVIDUAL,Fully Paid
879901,2500,36,C3,86.24,major_purchase,INDIVIDUAL,Fully Paid
879702,35000,36,E1,1276.6,debt_consolidation,INDIVIDUAL,Fully Paid
879885,6000,36,C5,210.83,wedding,INDIVIDUAL,Fully Paid
879881,5000,36,A5,158.77,debt_consolidation,INDIVIDUAL,Fully Paid
879876,7200,36,A2,221.07,home_improvement,INDIVIDUAL,Fully Paid
879844,8000,36,C4,278.39,small_business,INDIVIDUAL,Charged Off
879824,27000,60,B3,596.66,home_improvement,INDIVIDUAL,Fully Paid
879744,10000,36,B3,330.76,debt_consolidation,INDIVIDUAL,Charged Off
879688,6000,36,B4,200.5,other,INDIVIDUAL,Fully Paid
874553,7400,36,B5,248.24,debt_consolidation,INDIVIDUAL,Fully Paid
879742,5600,36,D2,199.02,debt_consolidation,INDIVIDUAL,Fully Paid
869300,9750,36,C2,334.52,house,INDIVIDUAL,Charged Off
879655,35000,60,B4,668.67,debt_consolidation,INDIVIDUAL,Fully Paid
879644,4000,36,A4,125.17,medical,INDIVIDUAL,Fully Paid
879597,16425,60,B3,362.97,debt_consolidation,INDIVIDUAL,Fully Paid
879585,7200,36,A2,221.07,debt_consolidation,INDIVIDUAL,Fully Paid
879631,3600,36,A2,110.54,credit_card,INDIVIDUAL,Charged Off
879560,6000,36,B2,195.44,debt_consolidation,INDIVIDUAL,Fully Paid
879565,25000,60,B1,530.07,home_improvement,INDIVIDUAL,Fully Paid
879556,15000,60,B1,318.05,medical,INDIVIDUAL,Current
879545,8000,36,B5,268.36,debt_consolidation,INDIVIDUAL,Fully Paid
875326,11000,60,B2,237.26,debt_consolidation,INDIVIDUAL,Fully Paid
878917,11100,36,A1,337.84,other,INDIVIDUAL,Fully Paid
879493,15000,60,C1,345.08,debt_consolidation,INDIVIDUAL,Fully Paid
878200,12000,36,C4,417.58,debt_consolidation,INDIVIDUAL,Fully Paid
879540,8000,36,A1,243.49,debt_consolidation,INDIVIDUAL,Fully Paid
879487,10000,36,B3,330.76,moving,INDIVIDUAL,Fully Paid
879399,4800,36,B4,160.4,home_improvement,INDIVIDUAL,Fully Paid
879398,7200,36,B3,238.15,medical,INDIVIDUAL,Charged Off
879452,2000,36,C4,69.6,debt_consolidation,INDIVIDUAL,Fully Paid
879514,6000,36,A1,182.62,major_purchase,INDIVIDUAL,Fully Paid
878820,18000,60,E4,475.99,credit_card,INDIVIDUAL,Fully Paid
879446,5950,36,C1,201.89,credit_card,INDIVIDUAL,Fully Paid
879404,6000,36,A4,187.75,moving,INDIVIDUAL,Charged Off
876991,3600,36,C4,125.28,credit_card,INDIVIDUAL,Fully Paid
879386,3000,36,A3,93.34,major_purchase,INDIVIDUAL,Fully Paid
879372,30000,60,E1,772.29,debt_consolidation,INDIVIDUAL,Charged Off
879362,6000,36,B3,198.46,other,INDIVIDUAL,Fully Paid
879378,3000,36,B4,100.25,other,INDIVIDUAL,Fully Paid
879193,5000,36,A5,158.77,debt_consolidation,INDIVIDUAL,Fully Paid
879370,16000,36,A5,508.06,debt_consolidation,INDIVIDUAL,Fully Paid
879297,21250,60,C2,497.43,debt_consolidation,INDIVIDUAL,Charged Off
879328,9000,36,A4,281.62,moving,INDIVIDUAL,Fully Paid
879363,3000,36,C2,101.8,other,INDIVIDUAL,Charged Off
879277,17000,60,C1,391.08,major_purchase,INDIVIDUAL,Current
879310,16000,60,B3,347.8,other,INDIVIDUAL,Fully Paid
879349,11325,36,B3,374.59,debt_consolidation,INDIVIDUAL,Fully Paid
879232,10000,36,C3,344.95,small_business,INDIVIDUAL,Fully Paid
879299,2100,36,A3,64.84,debt_consolidation,INDIVIDUAL,Fully Paid
879316,6000,36,D2,213.24,home_improvement,INDIVIDUAL,Charged Off
875179,14000,60,A4,283.2,credit_card,INDIVIDUAL,Fully Paid
879330,22800,60,B5,515.16,debt_consolidation,INDIVIDUAL,Current
879275,20000,60,C3,472.14,debt_consolidation,INDIVIDUAL,Fully Paid
879262,12000,60,C2,280.91,debt_consolidation,INDIVIDUAL,Charged Off
853014,13200,60,C2,309.0,debt_consolidation,INDIVIDUAL,Current
879175,15000,60,A4,303.43,debt_consolidation,INDIVIDUAL,Fully Paid
874557,11700,60,D2,289.34,medical,INDIVIDUAL,Fully Paid
879188,1500,36,C1,50.9,major_purchase,INDIVIDUAL,Fully Paid
875115,7500,36,D3,268.41,major_purchase,INDIVIDUAL,Fully Paid
879169,33000,36,E5,1231.45,debt_consolidation,INDIVIDUAL,Fully Paid
879162,12475,36,A2,383.03,other,INDIVIDUAL,Fully Paid
879160,20000,60,E4,477.98,debt_consolidation,INDIVIDUAL,Charged Off
879158,3200,36,A3,99.56,debt_consolidation,INDIVIDUAL,Fully Paid
878029,28000,36,B3,926.13,small_business,INDIVIDUAL,Fully Paid
852755,1200,36,A1,36.53,wedding,INDIVIDUAL,Fully Paid
878599,9600,36,A4,300.39,debt_consolidation,INDIVIDUAL,Fully Paid
876685,20500,60,B2,442.15,debt_consolidation,INDIVIDUAL,Fully Paid
879059,8125,60,E2,210.91,debt_consolidation,INDIVIDUAL,Current
879024,6000,36,A2,184.23,debt_consolidation,INDIVIDUAL,Fully Paid
879033,7500,36,A5,238.15,credit_card,INDIVIDUAL,Fully Paid
879031,7500,36,A1,228.27,home_improvement,INDIVIDUAL,Fully Paid
878629,6000,36,D2,210.92,other,INDIVIDUAL,Fully Paid
872482,14000,60,C1,318.48,debt_consolidation,INDIVIDUAL,Fully Paid
878317,7350,36,B5,244.1,wedding,INDIVIDUAL,Fully Paid
878770,32000,36,C5,1112.9,debt_consolidation,INDIVIDUAL,Charged Off
878701,13150,60,C2,302.52,debt_consolidation,INDIVIDUAL,Charged Off
878693,13200,60,C4,312.58,debt_consolidation,INDIVIDUAL,Fully Paid
878728,14000,60,C4,331.52,debt_consolidation,INDIVIDUAL,Fully Paid
878671,1500,36,C5,52.17,moving,INDIVIDUAL,Fully Paid
878663,8000,36,A1,241.28,debt_consolidation,INDIVIDUAL,Fully Paid
878673,12375,60,A5,253.84,debt_consolidation,INDIVIDUAL,Fully Paid
878643,35000,36,B2,1139.08,debt_consolidation,INDIVIDUAL,Fully Paid
878636,4200,60,D3,103.24,major_purchase,INDIVIDUAL,Fully Paid
878553,30000,60,C5,600.17,debt_consolidation,INDIVIDUAL,Charged Off
871859,6000,36,A1,180.96,vacation,INDIVIDUAL,Charged Off
878571,20000,36,D5,717.95,debt_consolidation,INDIVIDUAL,Fully Paid
855581,30000,60,C2,690.15,debt_consolidation,INDIVIDUAL,Fully Paid
875586,10000,60,C5,239.11,debt_consolidation,INDIVIDUAL,Fully Paid
878126,24000,60,C1,545.96,home_improvement,INDIVIDUAL,Current
878462,8000,36,D5,287.18,debt_consolidation,INDIVIDUAL,Fully Paid
878393,15000,60,C1,341.22,debt_consolidation,INDIVIDUAL,Current
878273,4000,36,B2,130.18,credit_card,INDIVIDUAL,Fully Paid
878395,28000,60,B5,622.71,debt_consolidation,INDIVIDUAL,Fully Paid
878288,10000,36,D1,349.7,debt_consolidation,INDIVIDUAL,Fully Paid
878380,7200,36,B4,237.4,major_purchase,INDIVIDUAL,Fully Paid
878372,10000,36,B1,322.63,debt_consolidation,INDIVIDUAL,Fully Paid
878319,20000,60,C5,478.22,debt_consolidation,INDIVIDUAL,Fully Paid
878231,3000,36,D2,105.46,major_purchase,INDIVIDUAL,Fully Paid
878266,10975,60,B5,244.08,debt_consolidation,INDIVIDUAL,Fully Paid
876420,8000,36,B4,263.78,home_improvement,INDIVIDUAL,Fully Paid
865198,20950,60,B4,401.83,debt_consolidation,INDIVIDUAL,Charged Off
878232,21400,36,C5,744.26,debt_consolidation,INDIVIDUAL,Fully Paid
877719,6500,36,A1,196.04,credit_card,INDIVIDUAL,Fully Paid
878215,8000,36,A1,241.28,home_improvement,INDIVIDUAL,Fully Paid
878161,5500,36,A1,165.88,car,INDIVIDUAL,Fully Paid
878197,15000,36,A5,473.45,wedding,INDIVIDUAL,Fully Paid
878184,25450,60,F4,506.97,debt_consolidation,INDIVIDUAL,Current
872504,13000,60,A4,260.44,other,INDIVIDUAL,Current
870773,28000,60,E3,723.11,major_purchase,INDIVIDUAL,Fully Paid
877916,35000,36,B3,1145.69,other,INDIVIDUAL,Fully Paid
878091,2900,60,D3,71.28,car,INDIVIDUAL,Fully Paid
878054,3000,60,B5,66.72,car,INDIVIDUAL,Fully Paid
854417,6925,36,D2,243.43,debt_consolidation,INDIVIDUAL,Fully Paid
878108,3000,36,A2,91.26,other,INDIVIDUAL,Fully Paid
878058,5000,36,A5,157.82,wedding,INDIVIDUAL,Fully Paid
878093,10000,36,A5,315.63,moving,INDIVIDUAL,Fully Paid
877961,5500,36,A4,171.06,other,INDIVIDUAL,Fully Paid
877420,14000,36,A4,435.43,credit_card,INDIVIDUAL,Charged Off
877956,20000,60,B1,346.25,debt_consolidation,INDIVIDUAL,Charged Off
876343,10000,60,D5,251.17,other,INDIVIDUAL,Current
877786,6000,36,B1,193.58,credit_card,INDIVIDUAL,Fully Paid
877787,5100,60,E4,133.12,debt_consolidation,INDIVIDUAL,Charged Off
877457,6800,36,B2,221.31,moving,INDIVIDUAL,Fully Paid
877744,6000,36,A1,180.96,home_improvement,INDIVIDUAL,Fully Paid
877771,12000,60,C1,272.98,debt_consolidation,INDIVIDUAL,Fully Paid
877727,14500,36,B4,478.09,credit_card,INDIVIDUAL,Fully Paid
877707,25000,60,C3,581.58,debt_consolidation,INDIVIDUAL,Charged Off
877732,4800,36,A3,148.19,other,INDIVIDUAL,Fully Paid
877712,25000,60,E2,640.16,debt_consolidation,INDIVIDUAL,Fully Paid
824554,14400,60,B2,310.16,home_improvement,INDIVIDUAL,Fully Paid
877539,15000,36,A3,463.09,debt_consolidation,INDIVIDUAL,Fully Paid
877651,14000,60,A4,280.47,home_improvement,INDIVIDUAL,Current
877672,6000,36,A2,182.51,major_purchase,INDIVIDUAL,Fully Paid
871431,10500,36,B1,338.76,other,INDIVIDUAL,Fully Paid
877663,20000,60,D3,491.59,debt_consolidation,INDIVIDUAL,Fully Paid
877642,8000,36,A4,248.82,debt_consolidation,INDIVIDUAL,Fully Paid
877645,2000,36,D4,71.2,moving,INDIVIDUAL,Fully Paid
877604,3850,36,B1,124.22,debt_consolidation,INDIVIDUAL,Fully Paid
877599,12075,60,B2,260.08,debt_consolidation,INDIVIDUAL,Current
876417,12000,36,B3,392.81,debt_consolidation,INDIVIDUAL,Fully Paid
877581,5000,36,B4,164.86,credit_card,INDIVIDUAL,Charged Off
875545,7000,36,A3,216.11,home_improvement,INDIVIDUAL,Fully Paid
877577,16000,60,D2,389.01,debt_consolidation,INDIVIDUAL,Charged Off
866035,20000,60,B3,434.75,debt_consolidation,INDIVIDUAL,Fully Paid
877538,9050,36,A2,275.28,debt_consolidation,INDIVIDUAL,Fully Paid
877565,2500,36,B1,80.66,other,INDIVIDUAL,Fully Paid
868027,4800,36,B3,157.13,home_improvement,INDIVIDUAL,Fully Paid
877547,10000,36,B4,329.72,small_business,INDIVIDUAL,Fully Paid
877506,8000,36,A4,248.82,home_improvement,INDIVIDUAL,Fully Paid
877520,2200,36,B5,73.07,other,INDIVIDUAL,Fully Paid
877475,10200,36,A1,307.64,moving,INDIVIDUAL,Fully Paid
877471,12000,36,A2,365.01,debt_consolidation,INDIVIDUAL,Fully Paid
875004,17475,60,B3,379.87,credit_card,INDIVIDUAL,Fully Paid
877411,16000,60,E1,406.21,debt_consolidation,INDIVIDUAL,Fully Paid
877441,10400,60,E4,271.45,debt_consolidation,INDIVIDUAL,Charged Off
877399,14000,60,B5,311.36,debt_consolidation,INDIVIDUAL,Charged Off
877390,5500,36,B3,180.04,debt_consolidation,INDIVIDUAL,Fully Paid
877426,12000,60,C4,284.16,wedding,INDIVIDUAL,Fully Paid
848826,3600,36,D2,126.55,debt_consolidation,INDIVIDUAL,Fully Paid
877384,15000,36,A1,452.4,debt_consolidation,INDIVIDUAL,Fully Paid
877360,1600,36,C2,54.29,vacation,INDIVIDUAL,Fully Paid
877221,4000,36,A4,124.41,other,INDIVIDUAL,Fully Paid
877316,20000,60,C5,478.22,credit_card,INDIVIDUAL,Current
870380,6000,36,A4,186.61,major_purchase,INDIVIDUAL,Fully Paid
877214,11500,36,C5,399.95,credit_card,INDIVIDUAL,Fully Paid
877227,4800,36,A4,149.29,debt_consolidation,INDIVIDUAL,Fully Paid
877151,24000,36,A2,730.02,debt_consolidation,INDIVIDUAL,Fully Paid
877124,6250,36,C1,210.56,debt_consolidation,INDIVIDUAL,Fully Paid
875603,20000,60,F2,536.81,debt_consolidation,INDIVIDUAL,Current
877058,4000,36,B3,130.94,debt_consolidation,INDIVIDUAL,Fully Paid
853183,18000,60,B2,387.7,major_purchase,INDIVIDUAL,Current
807181,14750,36,A1,444.86,small_business,INDIVIDUAL,Fully Paid
877077,6800,36,B4,224.21,debt_consolidation,INDIVIDUAL,Fully Paid
871927,6000,60,C4,142.08,debt_consolidation,INDIVIDUAL,Fully Paid
876979,3000,36,A4,93.31,debt_consolidation,INDIVIDUAL,Fully Paid
875562,4800,60,B5,106.75,other,INDIVIDUAL,Fully Paid
875376,25000,60,D5,627.93,wedding,INDIVIDUAL,Current
875973,5000,36,A3,154.37,major_purchase,INDIVIDUAL,Fully Paid
876873,7000,36,B4,230.8,credit_card,INDIVIDUAL,Fully Paid
876796,12000,36,A1,361.92,credit_card,INDIVIDUAL,Fully Paid
876865,35000,60,F3,676.87,debt_consolidation,INDIVIDUAL,Fully Paid
876518,5825,36,B1,187.93,credit_card,INDIVIDUAL,Fully Paid
875150,2750,60,B4,60.47,debt_consolidation,INDIVIDUAL,Fully Paid
876843,4200,36,D3,148.68,debt_consolidation,INDIVIDUAL,Fully Paid
872341,35000,60,C1,634.1,debt_consolidation,INDIVIDUAL,Charged Off
876409,4200,36,C1,141.5,major_purchase,INDIVIDUAL,Fully Paid
876750,8400,36,B5,278.97,debt_consolidation,INDIVIDUAL,Fully Paid
876780,20000,60,B2,430.78,other,INDIVIDUAL,Current
876782,2000,36,D1,69.94,debt_consolidation,INDIVIDUAL,Fully Paid
876560,10000,36,C1,336.9,other,INDIVIDUAL,Charged Off
876755,17000,60,B3,369.54,debt_consolidation,INDIVIDUAL,Fully Paid
876722,10000,36,C3,341.73,debt_consolidation,INDIVIDUAL,Fully Paid
875681,3500,36,C1,117.92,wedding,INDIVIDUAL,Fully Paid
876694,3000,36,B2,97.64,debt_consolidation,INDIVIDUAL,Fully Paid
876693,5500,36,B5,182.66,debt_consolidation,INDIVIDUAL,Fully Paid
876697,28500,60,B1,605.41,debt_consolidation,INDIVIDUAL,Current
876622,35000,60,C2,518.76,house,INDIVIDUAL,Fully Paid
876252,8975,60,A4,179.8,home_improvement,INDIVIDUAL,Fully Paid
876601,16000,36,B5,531.36,debt_consolidation,INDIVIDUAL,Fully Paid
876604,14000,60,A5,287.17,debt_consolidation,INDIVIDUAL,Fully Paid
876593,7000,36,A3,216.11,other,INDIVIDUAL,Fully Paid
876562,15000,36,A5,473.45,home_improvement,INDIVIDUAL,Fully Paid
876510,8000,36,B1,258.1,medical,INDIVIDUAL,Charged Off
876501,6000,36,C5,208.67,other,INDIVIDUAL,Fully Paid
876457,14000,60,C1,318.48,debt_consolidation,INDIVIDUAL,Current
876446,7000,36,C3,239.21,debt_consolidation,INDIVIDUAL,Fully Paid
792026,31325,60,G3,880.37,debt_consolidation,INDIVIDUAL,Fully Paid
876406,5500,36,C5,191.28,debt_consolidation,INDIVIDUAL,Fully Paid
876428,5000,36,C4,172.82,car,INDIVIDUAL,Fully Paid
876418,16000,60,D4,396.7,small_business,INDIVIDUAL,Current
876296,12000,36,B1,387.15,debt_consolidation,INDIVIDUAL,Fully Paid
876377,3600,36,B3,117.85,credit_card,INDIVIDUAL,Fully Paid
876351,11750,36,B3,384.63,debt_consolidation,INDIVIDUAL,Fully Paid
876293,8000,36,C5,278.23,small_business,INDIVIDUAL,Charged Off
876330,10000,36,A1,301.6,wedding,INDIVIDUAL,Fully Paid
876274,24000,60,E1,609.32,debt_consolidation,INDIVIDUAL,Fully Paid
876324,20000,60,E2,512.13,debt_consolidation,INDIVIDUAL,Fully Paid
875556,7000,36,A5,220.95,debt_consolidation,INDIVIDUAL,Fully Paid
876167,15000,36,B3,491.01,home_improvement,INDIVIDUAL,Fully Paid
864679,6000,36,A3,185.24,moving,INDIVIDUAL,Fully Paid
875547,30000,60,D3,737.38,debt_consolidation,INDIVIDUAL,Charged Off
876146,19600,60,C2,450.9,debt_consolidation,INDIVIDUAL,Fully Paid
876110,4800,36,C2,162.87,credit_card,INDIVIDUAL,Fully Paid
876107,4000,36,C1,134.76,debt_consolidation,INDIVIDUAL,Fully Paid
876159,18000,60,B5,400.31,debt_consolidation,INDIVIDUAL,Current
876156,5000,36,A4,155.51,small_business,INDIVIDUAL,Charged Off
876104,10000,36,A1,301.6,major_purchase,INDIVIDUAL,Fully Paid
876138,20000,60,B5,444.79,home_improvement,INDIVIDUAL,Fully Paid
874845,9250,36,A5,291.96,debt_consolidation,INDIVIDUAL,Fully Paid
876048,6800,36,A1,205.09,wedding,INDIVIDUAL,Fully Paid
876008,10000,36,A2,304.18,debt_consolidation,INDIVIDUAL,Fully Paid
875769,3600,36,A4,111.97,other,INDIVIDUAL,Fully Paid
876000,13000,36,B3,425.55,debt_consolidation,INDIVIDUAL,Fully Paid
875999,1800,36,D3,63.72,other,INDIVIDUAL,Fully Paid
875994,13200,60,E5,347.45,debt_consolidation,INDIVIDUAL,Fully Paid
875253,7000,36,D1,244.79,major_purchase,INDIVIDUAL,Fully Paid
876026,6400,36,C4,221.21,debt_consolidation,INDIVIDUAL,Fully Paid
876021,20000,60,E2,512.13,wedding,INDIVIDUAL,Fully Paid
872961,16800,36,D3,594.72,other,INDIVIDUAL,Fully Paid
875099,3350,36,B3,109.66,debt_consolidation,INDIVIDUAL,Fully Paid
875979,7100,36,A3,219.2,major_purchase,INDIVIDUAL,Charged Off
875961,6000,60,B3,130.43,debt_consolidation,INDIVIDUAL,Fully Paid
874447,5000,36,A5,157.82,home_improvement,INDIVIDUAL,Fully Paid
875892,1600,36,B1,51.62,debt_consolidation,INDIVIDUAL,Fully Paid
874530,21000,60,C4,497.28,debt_consolidation,INDIVIDUAL,Charged Off
875905,8000,36,C2,271.45,debt_consolidation,INDIVIDUAL,Fully Paid
875933,19000,60,F2,509.97,debt_consolidation,INDIVIDUAL,Fully Paid
862642,9200,36,A4,286.14,credit_card,INDIVIDUAL,Charged Off
875843,30000,60,E2,594.71,small_business,INDIVIDUAL,Charged Off
875878,24000,36,B3,785.62,debt_consolidation,INDIVIDUAL,Fully Paid
875266,4600,36,C4,158.99,debt_consolidation,INDIVIDUAL,Fully Paid
872924,13000,36,A1,392.08,credit_card,INDIVIDUAL,Fully Paid
875752,6000,36,A3,185.24,other,INDIVIDUAL,Fully Paid
874464,6400,60,D5,160.75,major_purchase,INDIVIDUAL,Charged Off
874160,24000,60,E3,538.46,debt_consolidation,INDIVIDUAL,Fully Paid
875768,2200,36,D2,77.34,debt_consolidation,INDIVIDUAL,Fully Paid
875350,4000,36,A4,124.41,major_purchase,INDIVIDUAL,Fully Paid
875720,7200,36,B5,239.11,debt_consolidation,INDIVIDUAL,Fully Paid
875718,5000,36,B2,162.73,moving,INDIVIDUAL,Fully Paid
875650,4700,60,F1,125.18,home_improvement,INDIVIDUAL,Fully Paid
875646,4800,36,C4,165.91,debt_consolidation,INDIVIDUAL,Charged Off
875632,15000,60,D4,371.91,debt_consolidation,INDIVIDUAL,Fully Paid
872386,10000,60,B3,217.38,home_improvement,INDIVIDUAL,Fully Paid
875113,12000,60,E3,309.91,debt_consolidation,INDIVIDUAL,Charged Off
875434,11600,36,A3,358.13,debt_consolidation,INDIVIDUAL,Fully Paid
875582,20000,60,D2,486.26,debt_consolidation,INDIVIDUAL,Current
875569,9500,36,D1,332.22,debt_consolidation,INDIVIDUAL,Charged Off
872955,3000,36,A4,93.31,small_business,INDIVIDUAL,Fully Paid
875338,18000,36,C3,615.11,debt_consolidation,INDIVIDUAL,Charged Off
869340,25000,36,A4,777.55,major_purchase,INDIVIDUAL,Fully Paid
875517,18500,36,A5,583.92,debt_consolidation,INDIVIDUAL,Fully Paid
875480,5000,36,A2,152.09,major_purchase,INDIVIDUAL,Fully Paid
875528,30000,60,E5,789.66,debt_consolidation,INDIVIDUAL,Charged Off
875176,32000,36,B5,1062.71,debt_consolidation,INDIVIDUAL,Fully Paid
875474,4800,36,C2,162.87,other,INDIVIDUAL,Fully Paid
875446,3500,60,C5,83.69,major_purchase,INDIVIDUAL,Fully Paid
871193,35000,60,F1,932.17,house,INDIVIDUAL,Charged Off
875206,8000,36,A4,248.82,debt_consolidation,INDIVIDUAL,Fully Paid
875449,10000,36,A1,301.6,debt_consolidation,INDIVIDUAL,Fully Paid
875406,2000,36,A1,60.32,debt_consolidation,INDIVIDUAL,Fully Paid
782812,9400,60,D3,231.05,debt_consolidation,INDIVIDUAL,Charged Off
861609,20000,60,C3,351.28,debt_consolidation,INDIVIDUAL,Fully Paid
875310,12000,36,C1,404.27,debt_consolidation,INDIVIDUAL,Fully Paid
875302,26500,60,B2,379.62,debt_consolidation,INDIVIDUAL,Fully Paid
868624,25000,60,B3,543.44,major_purchase,INDIVIDUAL,Fully Paid
874826,12000,36,A1,361.92,car,INDIVIDUAL,Fully Paid
875275,28000,36,A4,870.85,debt_consolidation,INDIVIDUAL,Fully Paid
875286,5000,36,B5,166.05,debt_consolidation,INDIVIDUAL,Fully Paid
875251,16000,36,A4,497.63,debt_consolidation,INDIVIDUAL,Charged Off
875224,11400,36,B3,373.17,debt_consolidation,INDIVIDUAL,Charged Off
875270,8000,36,A3,246.99,home_improvement,INDIVIDUAL,Fully Paid
875229,8875,36,D1,310.36,debt_consolidation,INDIVIDUAL,Fully Paid
874395,19000,36,A3,586.58,credit_card,INDIVIDUAL,Charged Off
875198,8000,36,B4,263.78,debt_consolidation,INDIVIDUAL,Fully Paid
873940,15000,36,B2,488.18,debt_consolidation,INDIVIDUAL,Fully Paid
875161,12200,36,B3,399.36,debt_consolidation,INDIVIDUAL,Fully Paid
875175,20000,60,D2,486.26,debt_consolidation,INDIVIDUAL,Current
740758,7000,36,B4,230.8,car,INDIVIDUAL,Fully Paid
841482,25000,60,C3,581.58,debt_consolidation,INDIVIDUAL,Fully Paid
875114,4200,36,B3,137.49,debt_consolidation,INDIVIDUAL,Charged Off
875112,4000,36,A1,120.64,debt_consolidation,INDIVIDUAL,Fully Paid
874308,10000,36,A5,315.63,debt_consolidation,INDIVIDUAL,Fully Paid
875052,8000,36,B3,261.88,debt_consolidation,INDIVIDUAL,Fully Paid
875103,10000,36,B5,332.1,major_purchase,INDIVIDUAL,Fully Paid
875044,3000,36,B4,98.92,debt_consolidation,INDIVIDUAL,Fully Paid
875025,15000,36,A4,466.53,debt_consolidation,INDIVIDUAL,Fully Paid
875028,22000,36,A3,679.2,debt_consolidation,INDIVIDUAL,Fully Paid
874926,15825,36,D1,553.4,debt_consolidation,INDIVIDUAL,Fully Paid
874886,17000,60,A4,340.57,credit_card,INDIVIDUAL,Fully Paid
871956,4200,36,A4,130.63,major_purchase,INDIVIDUAL,Fully Paid
874306,9500,36,A3,293.29,debt_consolidation,INDIVIDUAL,Fully Paid
875015,3250,36,B3,106.39,debt_consolidation,INDIVIDUAL,Fully Paid
875003,2000,36,A5,63.13,debt_consolidation,INDIVIDUAL,Fully Paid
873728,16500,36,A1,497.64,credit_card,INDIVIDUAL,Fully Paid
875005,12000,60,B2,258.47,home_improvement,INDIVIDUAL,Charged Off
874928,9600,36,A2,292.01,debt_consolidation,INDIVIDUAL,Fully Paid
874631,27000,60,F1,719.1,debt_consolidation,INDIVIDUAL,Fully Paid
874931,4800,36,B3,157.13,wedding,INDIVIDUAL,Fully Paid
874908,25000,60,D3,614.48,credit_card,INDIVIDUAL,Fully Paid
874963,16800,60,E1,426.52,debt_consolidation,INDIVIDUAL,Fully Paid
874923,10000,36,D4,355.99,debt_consolidation,INDIVIDUAL,Fully Paid
874922,11200,36,A1,337.8,debt_consolidation,INDIVIDUAL,Fully Paid
874918,6000,36,B2,195.27,debt_consolidation,INDIVIDUAL,Fully Paid
874907,18200,36,B5,604.42,debt_consolidation,INDIVIDUAL,Charged Off
874853,15000,36,C1,505.34,debt_consolidation,INDIVIDUAL,Fully Paid
874897,2500,36,A2,76.05,debt_consolidation,INDIVIDUAL,Fully Paid
874873,14400,36,B5,478.22,debt_consolidation,INDIVIDUAL,Fully Paid
872260,7000,60,B3,152.17,home_improvement,INDIVIDUAL,Fully Paid
874850,5600,36,C2,190.02,credit_card,INDIVIDUAL,Fully Paid
